X (Cause),Y (Effect),Lag 7,Lag 14,Lag 21,Lag 28,Lag 35,Lag 42,Lag 49,Lag 56
Crude Oil WTI Futures Historical Data_Price,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crude Oil WTI Futures Historical Data_Open,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crude Oil WTI Futures Historical Data_High,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crude Oil WTI Futures Historical Data_Low,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crude Oil WTI Futures Historical Data_Change %,Trend,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0
Brent Oil Futures Historical Data_Price,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Oil Futures Historical Data_Open,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Oil Futures Historical Data_High,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Oil Futures Historical Data_Low,Trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Oil Futures Historical Data_Change %,Trend,0.0,0.0001,0.0041,0.0,0.0,0.0,0.0,0.0
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Price,Trend,0.0001,0.0026,0.0,0.0123,0.0158,0.0105,0.0,0.0209
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Open,Trend,0.0001,0.0026,0.0,0.0123,0.0158,0.0105,0.0,0.0209
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_High,Trend,0.0001,0.0026,0.0,0.0123,0.0158,0.0105,0.0,0.0209
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Low,Trend,0.0001,0.0026,0.0,0.0123,0.0158,0.0105,0.0,0.0209
Dubai Crude Oil (Platts) Financial Futures Historical Data - Price_Change %,Trend,0.0643,0.0351,0.1333,0.0101,0.0059,0.0168,0.0044,0.0982
DCOILBRENTEU_DCOILBRENTEU,Trend,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0
Others - Naphtha_x,Trend,0.0001,0.002,0.0006,0.0373,0.0083,0.0113,0.0053,0.0659
Others - Gasoline 92 unl,Trend,0.021,0.0452,0.0006,0.3388,0.0837,0.0606,0.005,0.0662
Others - Jet Kero,Trend,0.0002,0.002,0.0,0.0141,0.0064,0.0043,0.0001,0.0103
Others - Gasoil 500 ppm,Trend,0.0023,0.0009,0.0,0.0131,0.007,0.0035,0.0001,0.0027
Others - WTI 1st,Trend,0.0,0.0109,0.0,0.0001,0.0001,0.0001,0.0,0.0
Others - WTI 2nd,Trend,0.0,0.0051,0.0,0.0001,0.0008,0.0018,0.0,0.0002
Others - WTI 3rd,Trend,0.0,0.0049,0.0,0.0003,0.001,0.0021,0.0,0.0002
Others - Dated Brent,Trend,0.0,0.0037,0.0,0.0016,0.0019,0.0059,0.0,0.0014
Others - ICE Brent 1st,Trend,0.0,0.0152,0.0,0.0031,0.0017,0.0026,0.0,0.0003
Others - ICE Brent 2nd,Trend,0.0,0.0115,0.0,0.003,0.0022,0.01,0.0002,0.0011
Others - ICE Brent 3rd,Trend,0.0,0.0099,0.0,0.0027,0.0021,0.0105,0.0002,0.001
Others - DME Oman at Singapore MOC Mo01,Trend,0.0056,0.0527,0.0025,0.0432,0.0351,0.0849,0.0051,0.1128
Others - Oman,Trend,0.0008,0.0103,0.0,0.0463,0.0151,0.0393,0.0006,0.0298
Others - Dubai 1st,Trend,0.0008,0.0107,0.0,0.0435,0.0191,0.0449,0.0005,0.0301
Others - Dubai 2nd,Trend,0.0004,0.013,0.0,0.0396,0.0123,0.0205,0.0002,0.0118
Others - Dubai 3rd,Trend,0.0006,0.0113,0.0,0.0358,0.0107,0.0173,0.0002,0.0117
Others - IFO 380 cST SG,Trend,0.1556,0.091,0.3082,0.4661,0.2019,0.22,0.5452,0.5274
Others - ICE Brent Asia Close 1st (ICE Brent at Singapore MOC Mo01),Trend,0.0001,0.0037,0.0,0.0098,0.0017,0.0026,0.0,0.0043
Others - ICE Brent Asia Close 2nd,Trend,0.0001,0.0033,0.0,0.0092,0.0021,0.0035,0.0,0.0032
Others - Reuters Dubai Swap 1st (Asia Cls),Trend,0.0001,0.0232,0.0001,0.0189,0.029,0.0507,0.0017,0.0553
Others - Reuters Dubai Swap 2nd (Asia Cls),Trend,0.0023,0.0869,0.0006,0.0581,0.1521,0.2669,0.0529,0.3111
Others - Average O/D,Trend,0.0008,0.0103,0.0,0.0444,0.0168,0.0417,0.0005,0.0297
Others - Gasoil 10 ppm,Trend,0.0031,0.0008,0.0,0.0156,0.0076,0.0041,0.0001,0.0053
Others - Naphtha_y,Trend,0.0001,0.002,0.0006,0.0373,0.0083,0.0113,0.0053,0.0659
Others - GASOIL 10ppm,Trend,0.0024,0.0005,0.0,0.0092,0.0053,0.003,0.0001,0.0037
Others - JET KEROSENE,Trend,0.0002,0.002,0.0,0.0141,0.0064,0.0043,0.0001,0.0103
"KEI_05082020093546645 - 3 month interbank rate - CHE - M - Level, ratio or index - Percentage",Trend,0.0001,0.0002,0.0246,0.0095,0.0042,0.0084,0.0371,0.1955
"KEI_05082020093546645 - 3 month interbank rate - CHL - M - Level, ratio or index - Percentage",Trend,0.0966,0.0046,0.0844,0.1058,0.011,0.0036,0.0157,0.0052
"KEI_05082020093546645 - 3 month interbank rate - RUS - M - Level, ratio or index - Percentage",Trend,0.0245,0.0015,0.2111,0.0008,0.0021,0.0086,0.0108,0.0232
"KEI_05082020093546645 - Broad money, s.a. - JPN - M - Growth on the same period of the previous year - Percentage",Trend,0.0011,0.0107,0.0055,0.0258,0.0444,0.0633,0.0433,0.0416
"KEI_05082020093546645 - Broad money, s.a. - USA - M - Growth previous period - Percentage",Trend,0.5603,0.1063,0.0159,0.0093,0.0012,0.0165,0.091,0.1184
"KEI_05082020093546645 - Construction, s.a. - CZE - M - Growth on the same period of the previous year - Percentage",Trend,0.1748,0.0097,0.0884,0.018,0.0024,0.0015,0.0103,0.0005
"KEI_05082020093546645 - Construction, s.a. - CZE - M - Level, ratio or index - Index",Trend,0.0111,0.001,0.1304,0.0168,0.012,0.0541,0.0575,0.0029
"KEI_05082020093546645 - Construction, s.a. - G-7 - M - Growth previous period - Percentage",Trend,0.0007,0.0005,0.0294,0.008,0.0158,0.0659,0.0385,0.0292
"KEI_05082020093546645 - Construction, s.a. - G-7 - M - Level, ratio or index - Index",Trend,0.0145,0.0002,0.0191,0.005,0.0201,0.0113,0.0095,0.0026
"KEI_05082020093546645 - Construction, s.a. - PRT - M - Growth on the same period of the previous year - Percentage",Trend,0.0024,0.0168,0.0463,0.0111,0.0027,0.0003,0.0022,0.0223
"KEI_05082020093546645 - Consumer confidence indicator, s.a. - COL - M - Level, ratio or index - Percentage",Trend,0.0001,0.0141,0.075,0.0198,0.0029,0.0021,0.0137,0.0054
"KEI_05082020093546645 - Consumer prices: all items - ESP - M - Level, ratio or index - Index",Trend,0.132,0.0055,0.0553,0.1747,0.0498,0.0849,0.1847,0.1735
KEI_05082020093546645 - Consumer prices: all items - G-20 - M - Growth previous period - Percentage,Trend,0.0078,0.2419,0.1953,0.7322,0.0664,0.0298,0.1688,0.0842
KEI_05082020093546645 - Consumer prices: all items - G-7 - M - Growth previous period - Percentage,Trend,0.0018,0.0017,0.0698,0.1859,0.0327,0.1016,0.2995,0.4251
KEI_05082020093546645 - Consumer prices: all items - ITA - M - Growth previous period - Percentage,Trend,0.0398,0.0002,0.0184,0.0001,0.0001,0.0003,0.0,0.0003
"KEI_05082020093546645 - Consumer prices: all items - ITA - M - Level, ratio or index - Index",Trend,0.0318,0.0173,0.1582,0.0034,0.0007,0.0034,0.0002,0.0013
KEI_05082020093546645 - Consumer prices: all items - JPN - M - Growth previous period - Percentage,Trend,0.13,0.0643,0.4175,0.7144,0.0757,0.2113,0.5089,0.1862
"KEI_05082020093546645 - Consumer prices: all items - JPN - M - Level, ratio or index - Index",Trend,0.002,0.0058,0.1186,0.4898,0.3844,0.1198,0.4142,0.3846
KEI_05082020093546645 - Consumer prices: all items - KOR - M - Growth on the same period of the previous year - Percentage,Trend,0.0144,0.0013,0.0368,0.0392,0.0129,0.0076,0.0328,0.1266
KEI_05082020093546645 - Consumer prices: all items - KOR - M - Growth previous period - Percentage,Trend,0.2387,0.0458,0.612,0.0203,0.0068,0.0307,0.0894,0.0674
KEI_05082020093546645 - Consumer prices: all items - LVA - M - Growth on the same period of the previous year - Percentage,Trend,0.0005,0.037,0.0236,0.0689,0.0545,0.0104,0.0545,0.033
KEI_05082020093546645 - Consumer prices: all items - OECD - M - Growth previous period - Percentage,Trend,0.0016,0.0006,0.0183,0.161,0.0479,0.111,0.2724,0.445
"KEI_05082020093546645 - Consumer prices: all items - OECD - M - Level, ratio or index - Index",Trend,0.0006,0.0095,0.0731,0.2661,0.1313,0.1183,0.2344,0.3763
KEI_05082020093546645 - Consumer prices: all items - OECDE - M - Growth previous period - Percentage,Trend,0.4482,0.013,0.0982,0.1704,0.0799,0.3081,0.413,0.8605
"KEI_05082020093546645 - Consumer prices: all items - OECDE - M - Level, ratio or index - Index",Trend,0.0538,0.0073,0.0824,0.3527,0.1582,0.0597,0.1334,0.3974
"KEI_05082020093546645 - Exports in goods, s.a. - BEL - M - Level, ratio or index - US Dollar",Trend,0.0064,0.3738,0.0554,0.192,0.0995,0.0551,0.234,0.6159
"KEI_05082020093546645 - Exports in goods, s.a. - BRA - M - Growth previous period - Percentage",Trend,0.3244,0.0017,0.0293,0.0009,0.0,0.0002,0.0031,0.0238
"KEI_05082020093546645 - Exports in goods, s.a. - BRA - M - Level, ratio or index - US Dollar",Trend,0.7497,0.0126,0.0298,0.0285,0.0,0.0005,0.0071,0.0222
"KEI_05082020093546645 - Exports in goods, s.a. - DNK - M - Growth on the same period of the previous year - Percentage",Trend,0.0508,0.0012,0.0138,0.002,0.0002,0.0,0.0,0.0
"KEI_05082020093546645 - Exports in goods, s.a. - EST - M - Growth on the same period of the previous year - Percentage",Trend,0.0009,0.0,0.0034,0.0077,0.0012,0.001,0.0033,0.0015
"KEI_05082020093546645 - Exports in goods, s.a. - FRA - M - Growth previous period - Percentage",Trend,0.0003,0.0151,0.0759,0.0213,0.012,0.0163,0.0404,0.0459
"KEI_05082020093546645 - Exports in goods, s.a. - GBR - M - Growth previous period - Percentage",Trend,0.0007,0.0003,0.0014,0.0097,0.0059,0.018,0.0165,0.0138
"KEI_05082020093546645 - Exports in goods, s.a. - GBR - M - Level, ratio or index - US Dollar",Trend,0.0001,0.0016,0.0617,0.0027,0.0015,0.0061,0.0083,0.0106
"KEI_05082020093546645 - Exports in goods, s.a. - IRL - M - Growth previous period - Percentage",Trend,0.1472,0.0024,0.0861,0.0006,0.0034,0.0026,0.0015,0.0005
"KEI_05082020093546645 - Exports in goods, s.a. - ISL - M - Growth previous period - Percentage",Trend,0.0001,0.0022,0.0762,0.0134,0.0044,0.0258,0.0168,0.0186
"KEI_05082020093546645 - Exports in goods, s.a. - ISL - M - Level, ratio or index - US Dollar",Trend,0.0228,0.0041,0.1455,0.0515,0.0138,0.0075,0.0022,0.0062
"KEI_05082020093546645 - Exports in goods, s.a. - NOR - M - Level, ratio or index - US Dollar",Trend,0.0042,0.0078,0.0941,0.0694,0.0775,0.2504,0.343,0.6513
"KEI_05082020093546645 - Exports in goods, s.a. - ZAF - M - Growth previous period - Percentage",Trend,0.0013,0.0113,0.2754,0.0832,0.022,0.0049,0.0049,0.0419
"KEI_05082020093546645 - Exports in goods, s.a. - ZAF - M - Level, ratio or index - US Dollar",Trend,0.0011,0.0073,0.21,0.027,0.0183,0.0069,0.0539,0.098
"KEI_05082020093546645 - GDP (ratio to trend, smoothed) - CHE - M - Level, ratio or index - Index",Trend,0.0412,0.1178,0.0099,0.0043,0.0128,0.0163,0.0143,0.0039
"KEI_05082020093546645 - GDP (ratio to trend, smoothed) - LUX - M - Level, ratio or index - Index",Trend,0.084,0.0373,0.0984,0.0075,0.054,0.0448,0.0531,0.0496
"KEI_05082020093546645 - Harmonised unemployment rate: all persons, s.a. - CZE - M - Level, ratio or index - Percentage",Trend,0.0505,0.0556,0.4092,0.228,0.1635,0.1981,0.447,0.2779
"KEI_05082020093546645 - Harmonised unemployment rate: all persons, s.a. - ESP - M - Level, ratio or index - Percentage",Trend,0.0013,0.006,0.0594,0.0044,0.0,0.0,0.0,0.0001
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Growth previous period - Percentage",Trend,0.1391,0.0017,0.1119,0.0043,0.0009,0.0027,0.0311,0.1815
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - CAN - M - Level, ratio or index - Index",Trend,0.4143,0.0032,0.1486,0.0071,0.0031,0.0031,0.0177,0.0615
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - G-7 - M - Growth on the same period of the previous year - Percentage",Trend,0.002,0.0075,0.0066,0.0004,0.0,0.0,0.0003,0.0005
"KEI_05082020093546645 - Hourly earnings: manufacturing, s.a. - OECD - M - Growth on the same period of the previous year - Percentage",Trend,0.004,0.0242,0.0078,0.0018,0.0005,0.0012,0.0085,0.031
"KEI_05082020093546645 - Imports in goods, s.a. - AUT - M - Level, ratio or index - US Dollar",Trend,0.0862,0.0048,0.0338,0.0115,0.0173,0.0049,0.0631,0.1283
"KEI_05082020093546645 - Imports in goods, s.a. - BEL - M - Growth previous period - Percentage",Trend,0.0043,0.0458,0.0376,0.0062,0.0032,0.0087,0.0594,0.1628
"KEI_05082020093546645 - Imports in goods, s.a. - G-20 - M - Growth previous period - Percentage",Trend,0.0007,0.0431,0.0503,0.1336,0.1399,0.1082,0.4019,0.5934
"KEI_05082020093546645 - Imports in goods, s.a. - GBR - M - Level, ratio or index - US Dollar",Trend,0.0,0.0005,0.0354,0.0658,0.0148,0.0503,0.08,0.1219
"KEI_05082020093546645 - Imports in goods, s.a. - GRC - M - Growth previous period - Percentage",Trend,0.0001,0.0034,0.0019,0.0104,0.0047,0.0073,0.0301,0.0573
"KEI_05082020093546645 - Imports in goods, s.a. - GRC - M - Level, ratio or index - US Dollar",Trend,0.0002,0.0034,0.017,0.0075,0.0021,0.0067,0.0491,0.059
"KEI_05082020093546645 - Imports in goods, s.a. - IDN - M - Growth previous period - Percentage",Trend,0.1062,0.0253,0.1236,0.02,0.0623,0.0199,0.0793,0.0767
"KEI_05082020093546645 - Imports in goods, s.a. - IDN - M - Level, ratio or index - US Dollar",Trend,0.182,0.0014,0.0145,0.0012,0.0174,0.0028,0.0277,0.0151
"KEI_05082020093546645 - Imports in goods, s.a. - IRL - M - Growth on the same period of the previous year - Percentage",Trend,0.0162,0.0212,0.2002,0.3292,0.1516,0.2104,0.3033,0.1988
"KEI_05082020093546645 - Imports in goods, s.a. - ISR - M - Growth on the same period of the previous year - Percentage",Trend,0.0,0.0004,0.0003,0.0008,0.0011,0.0179,0.0072,0.0155
"KEI_05082020093546645 - Imports in goods, s.a. - NLD - M - Level, ratio or index - US Dollar",Trend,0.001,0.0596,0.0586,0.0889,0.0362,0.1422,0.2979,0.2559
"KEI_05082020093546645 - Imports in goods, s.a. - NZL - M - Growth previous period - Percentage",Trend,0.0142,0.0337,0.2003,0.0772,0.129,0.0295,0.091,0.0124
"KEI_05082020093546645 - Imports in goods, s.a. - ZAF - M - Growth previous period - Percentage",Trend,0.4371,0.8635,0.4414,0.0949,0.1192,0.0498,0.2751,0.3392
"KEI_05082020093546645 - Industrial production, s.a. - AUT - M - Growth on the same period of the previous year - Percentage",Trend,0.0192,0.0017,0.0667,0.0022,0.0018,0.0003,0.0005,0.0002
"KEI_05082020093546645 - Industrial production, s.a. - CZE - M - Growth previous period - Percentage",Trend,0.0007,0.0017,0.0116,0.0019,0.0007,0.0004,0.0012,0.0012
"KEI_05082020093546645 - Industrial production, s.a. - CZE - M - Level, ratio or index - Index",Trend,0.0189,0.0186,0.0216,0.001,0.0009,0.0004,0.0006,0.0006
"KEI_05082020093546645 - Industrial production, s.a. - FIN - M - Growth on the same period of the previous year - Percentage",Trend,0.0427,0.0625,0.2156,0.0002,0.0001,0.0003,0.0008,0.0034
"KEI_05082020093546645 - Industrial production, s.a. - GRC - M - Growth on the same period of the previous year - Percentage",Trend,0.0003,0.0068,0.0076,0.0027,0.0012,0.0025,0.0078,0.011
"KEI_05082020093546645 - Industrial production, s.a. - ISR - M - Growth on the same period of the previous year - Percentage",Trend,0.0029,0.0607,0.3071,0.5403,0.464,0.2844,0.5649,0.6411
"KEI_05082020093546645 - Long-term interest rate - ISR - M - Level, ratio or index - Percentage",Trend,0.0293,0.003,0.0028,0.0304,0.0163,0.0193,0.0222,0.0878
"KEI_05082020093546645 - Long-term interest rate - LTU - M - Level, ratio or index - Percentage",Trend,0.0449,0.0768,0.2803,0.1182,0.098,0.0191,0.0204,0.019
"KEI_05082020093546645 - Manufacturing - Confidence indicator, s.a. - LUX - M - Level, ratio or index - Percentage",Trend,0.0009,0.0284,0.4397,0.3719,0.4322,0.4572,0.7986,0.4859
"KEI_05082020093546645 - Narrow money, s.a. - ISR - M - Growth previous period - Percentage",Trend,0.0,0.0008,0.0128,0.0206,0.0067,0.0021,0.0113,0.0016
"KEI_05082020093546645 - Narrow money, s.a. - JPN - M - Level, ratio or index - Index",Trend,0.0094,0.0018,0.0041,0.0111,0.033,0.0067,0.0103,0.0142
"KEI_05082020093546645 - Overnight interbank rate - DNK - M - Level, ratio or index - Percentage",Trend,0.0026,0.0,0.0124,0.0171,0.0121,0.1238,0.2097,0.1783
"KEI_05082020093546645 - Overnight interbank rate - JPN - M - Level, ratio or index - Percentage",Trend,0.0321,0.2347,0.1073,0.0144,0.014,0.0412,0.06,0.1051
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHE - M - Growth previous period - Percentage",Trend,0.0,0.0,0.0614,0.0721,0.1221,0.1347,0.1003,0.0883
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHE - M - Level, ratio or index - Index",Trend,0.0002,0.0,0.0055,0.0237,0.0611,0.029,0.0142,0.0325
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHL - M - Growth previous period - Percentage",Trend,0.0121,0.0356,0.1002,0.0301,0.0231,0.003,0.0371,0.007
"KEI_05082020093546645 - Passenger car registrations, s.a. - CHL - M - Level, ratio or index - Index",Trend,0.0146,0.021,0.0244,0.0098,0.0048,0.009,0.0823,0.0038
"KEI_05082020093546645 - Passenger car registrations, s.a. - ESP - M - Growth on the same period of the previous year - Percentage",Trend,0.031,0.0297,0.1104,0.0778,0.0201,0.0722,0.1532,0.1376
"KEI_05082020093546645 - Passenger car registrations, s.a. - USA - M - Growth previous period - Percentage",Trend,0.0002,0.0001,0.0388,0.0009,0.0006,0.0133,0.0107,0.0577
"KEI_05082020093546645 - Passenger car registrations, s.a. - USA - M - Level, ratio or index - Index",Trend,0.0007,0.0002,0.0087,0.0005,0.0001,0.0024,0.0019,0.0176
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - DNK - M - Growth previous period - Percentage",Trend,0.0033,0.0002,0.0601,0.0012,0.0,0.0005,0.0027,0.0021
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Growth on the same period of the previous year - Percentage",Trend,0.0039,0.003,0.0489,0.0064,0.0065,0.0092,0.0091,0.0065
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Growth previous period - Percentage",Trend,0.0003,0.0004,0.0011,0.0012,0.0035,0.0092,0.0092,0.0041
"KEI_05082020093546645 - Permits issued for dwellings, s.a. - KOR - M - Level, ratio or index - Index",Trend,0.002,0.007,0.0251,0.0002,0.001,0.0022,0.0065,0.0041
KEI_05082020093546645 - Producer prices - Manufacturing  - DNK - M - Growth previous period - Percentage,Trend,0.0377,0.2562,0.4938,0.3138,0.0033,0.0201,0.0442,0.1821
KEI_05082020093546645 - Producer prices - Manufacturing  - FIN - M - Growth previous period - Percentage,Trend,0.0316,0.0082,0.0534,0.0003,0.0,0.0001,0.0014,0.0073
"KEI_05082020093546645 - Producer prices - Manufacturing  - FIN - M - Level, ratio or index - Index",Trend,0.0379,0.0561,0.1527,0.0142,0.0002,0.0001,0.0012,0.0122
KEI_05082020093546645 - Producer prices - Manufacturing  - FRA - M - Growth previous period - Percentage,Trend,0.0547,0.0201,0.1744,0.0408,0.005,0.0125,0.0211,0.0552
KEI_05082020093546645 - Producer prices - Manufacturing  - GBR - M - Growth previous period - Percentage,Trend,0.0,0.0027,0.1832,0.0174,0.0033,0.0014,0.0114,0.0064
"KEI_05082020093546645 - Producer prices - Manufacturing  - GBR - M - Level, ratio or index - Index",Trend,0.0,0.0001,0.008,0.0013,0.0002,0.0022,0.0175,0.0031
KEI_05082020093546645 - Producer prices - Manufacturing  - GRC - M - Growth previous period - Percentage,Trend,0.1213,0.0353,0.1482,0.0448,0.0035,0.0087,0.0177,0.0353
KEI_05082020093546645 - Producer prices - Manufacturing  - LVA - M - Growth previous period - Percentage,Trend,0.0017,0.001,0.0033,0.0077,0.0019,0.0303,0.0418,0.0201
"KEI_05082020093546645 - Producer prices - Manufacturing  - LVA - M - Level, ratio or index - Index",Trend,0.0415,0.0056,0.0281,0.0197,0.0007,0.0054,0.0229,0.0154
